Name;Vessel Sanction Indicators;IMO;Flag;LLI Vessel Type;Vessel Type and Size;Built;Status;Beneficial Owner;Beneficial Owner Country/Region;Beneficial Owner Sanction Indicators;Beneficial Owner - Shareholders & UBO Sanctions;Commercial Operator;Commercial Operator Country/Region;Commercial Operator Sanction Indicators;Commercial Operator - Shareholders & UBO Sanctions;Registered Owner;Registered Owner Country/Region;Registered Owner Sanction Indicators;Registered Owner - Shareholders & UBO Sanctions;Technical Manager;Technical Manager Country/Region;Technical Manager Sanction Indicators;Technical Manager - Shareholders & UBO Sanctions;ISM Manager;ISM Manager Country/Region;ISM Manager Sanction Indicators;ISM Manager - Shareholders & UBO Sanctions;Third Party Operator;Third Party Operator Country/Region;Third Party Operator Sanction Indicators;Third Party Operator - Shareholders & UBO Sanctions;Length Overall (m);Depth (m);Maximum Draught (m);Freeboard (m);
Kristin Schepers;;9404089;Madeira;fully cellular containership;Small Feeder,  -1'TEU;2008;Live;HS Bereederungs GmbH & Company KG (HS Schiffahrts);Germany;;;HS Bereederungs GmbH & Company KG (HS Schiffahrts);Germany;;;HS Schiffahrts UG (haftungsbeschrankt) & Company KG ms 'Deike Schepers';Germany;;;HS Bereederungs GmbH & Company KG (HS Schiffahrts);Germany;;;HS Bereederungs GmbH & Company KG (HS Schiffahrts);Germany;;;Arkon Allied Container GmbH & Company KG;Germany;;;140.60;9.50;7.33;2.17;
Dina Supporter;;9402342;Portugal;supply;Offshore;2008;Live;Romy Invest II AS;Norway;;;Romy Invest II AS;Norway;;;Romy Offshore AS;Norway;;;Myklebusthaug Management AS;Norway;;;Myklebusthaug Management AS;Norway;;;-;-;;;76.60;7.00;5.90;1.10;
VB Schelde;;9402433;Netherlands;tug;Tug;2008;Live;Boluda Corporacion Maritima SL;Spain;;;Boluda Towage Europe BV;Netherlands;;;VB Schelde BV;Netherlands;;;Boluda Towage Rotterdam BV;Netherlands;;;Boluda Towage Rotterdam BV;Netherlands;;;-;-;;;28.67;4.60;4.20;0.37;
Star Curacao;;9402653;Netherlands;chemical tanker;-5'dwt;2008;Live;Koole (Contractors) Holding BV;Netherlands;;;C. Koole Tanktransport B.V.;Netherlands;;;Star Bonaire B.V.;Netherlands;;;Star Bonaire B.V.;Netherlands;;;Star Bonaire B.V.;Netherlands;;;-;-;;;109.00;8.50;5.45;3.05;
Athene;;9417660;Denmark;training;Other Service;2006;Live;EUC Nordvest;Denmark;;;EUC Nordvest;Denmark;;;EUC Nordvest;Denmark;;;EUC Nordvest;Denmark;;;-;-;;;-;-;;;-;-;2.80;-;
Velox;;9404235;Isle of Man;general cargo with container capacity;-5'dwt;2007;Live;Faversham Ships Limited;United Kingdom;;;Faversham Ships Limited;United Kingdom;;;Faversham Ships Limited;United Kingdom;;;Faversham Ships Limited;United Kingdom;;;Faversham Ships Limited;United Kingdom;;;-;-;;;89.98;6.90;5.25;1.36;
Wicky Spirit;;9404388;Canada;Combined chemical and oil tanker;10'-20'dwt;2008;Live;Astatine Investment Partners;United States of America;;;McKeil Marine Limited;Canada;;;McKeil Tankers Limited;Canada;;;TB Marine Shipmanagement GmbH and Company KG;Germany;;;TB Marine Shipmanagement GmbH and Company KG;Germany;;;-;-;;;136.77;11.00;8.46;2.54;
Kaiserberg;;6715009;Netherlands;dredger;Other Service;1967;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;62.46;5.20;3.06;2.14;
Fitnes;;9490105;Antigua & Barbuda;bulk carrier;Handysize, 10'-35'dwt;2010;Live;Hans-Jurgen Hartmann;Germany;;;HJH Shipmanagement GmbH & Company KG;Germany;;;Reederei Hans-Jurgen Hartmann ms Fitnes GmbH & Company KG;Germany;;;HJH Shipmanagement GmbH & Company KG;Germany;;;HJH Shipmanagement GmbH & Company KG;Germany;;;Stema Shipping A/S;Denmark;;;175.60;15.10;10.81;4.29;
VB Stingray;;9448176;Netherlands;tug;Tug;2008;Live;Boluda Corporacion Maritima SL;Spain;;;Kotug International B.V.;Netherlands;;;SD Stingray BV;Malta;;;Boluda Towage Rotterdam BV;Netherlands;;;Boluda Towage Rotterdam BV;Netherlands;;;-;-;;;-;5.36;3.85;1.51;
Samskip Innovator;;9436214;Portugal;fully cellular containership;Small Feeder,  -1'TEU;2011;Live;HS Bereederungs GmbH & Company KG (HS Schiffahrts);Germany;;;HS Bereederungs GmbH & Company KG (HS Schiffahrts);Germany;;;MS 'Erik Schepers' HS Schiffahrts UG (haftungsbeschrankt) & Co KG;Germany;;;HS 2 Service UG (haftungsbeschrankt) & Company KG;Germany;;;HS 2 Service UG (haftungsbeschrankt) & Company KG;Germany;;;-;-;;;140.61;9.50;7.34;2.16;
Waterstroom;;9428047;Netherlands;tug;Tug;2008;Live;Wagenborg Shipping B.V.;Netherlands;;;Wagenborg Shipping B.V.;Netherlands;;;NV Shipping Company Waterstroom;Netherlands;;;Wagenborg Shipping B.V.;Netherlands;;;-;-;;;-;-;;;28.67;4.60;3.60;1.00;
MARTHA LERCHE;;8717441;Denmark;standby safety vessel;Offshore;1989;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;20.30;-;2.50;-;
DC Brugge;;7365851;Netherlands;general cargo with container capacity;5'-10'dwt;1974;Live;Group De Cloedt BVBA;Belgium;;;DC Dredging B.V.;Netherlands;;;DC Rock BV;Netherlands;;;DC River B.V.;Netherlands;;;DC River B.V.;Netherlands;;;-;-;;;89.99;8.21;5.98;2.23;
MTS Valour;;9407299;U.K.;tug;Tug;2006;Live;Thamescraft Dry Docking Services Limited;United Kingdom;;;Thamescraft Dry Docking Services Limited;United Kingdom;;;Thamescraft Dry Docking Services Limited;United Kingdom;;;Thamescraft Dry Docking Services Limited;United Kingdom;;;Thamescraft Dry Docking Services Limited;United Kingdom;;;-;-;;;23.35;2.99;1.95;1.04;
Mimar Sinan;;9502049;Luxembourg;dredger;Other Service;2008;Live;Sofidra S.A. (Jan De Nul Group);Luxembourg;;;European Dredging Company S.A.;Luxembourg;;;European Dredging Company S.A.;Luxembourg;;;Dredging And Maritime Management S.A.;Luxembourg;;;Dredging And Maritime Management S.A.;Luxembourg;;;-;-;;;64.85;-;3.19;1.07;
Pleiades Spirit;;9409326;Panama;vehicle carrier;50'+ gt;2008;Live;Nissan Motor Car Carrier Company Limited;Japan;;;Nissan Motor Car Carrier Company Limited;Japan;;;Raccoon Navigation Incorporated;Panama;;;MOL Ship Management Company Limited (MOLSHIP);Japan;;;MOL Ship Management Company Limited (MOLSHIP);Japan;;;MOL Auto Carrier Express (MOL ACE);Japan;;;199.99;21.17;9.73;11.44;
Middelburg;;9405370;Netherlands;hopper dredger;Other Service;2018;Live;van Ouwerkerk BV (Zand & Grinthandel);Netherlands;;;van Ouwerkerk BV (Zand & Grinthandel);Netherlands;;;TSHD Middelburg BV;Netherlands;;;van Ouwerkerk BV (Zand & Grinthandel);Netherlands;;;van Ouwerkerk BV (Zand & Grinthandel);Netherlands;;;-;-;;;89.89;7.32;5.45;1.87;
Zeeburg;;9405368;Netherlands;general cargo;-5'dwt;2008;Live;van Ouwerkerk BV (Zand & Grinthandel);Netherlands;;;van Ouwerkerk BV (Zand & Grinthandel);Netherlands;;;TSHD Zeeburg BV;Netherlands;;;van Ouwerkerk BV (Zand & Grinthandel);Netherlands;;;van Ouwerkerk BV (Zand & Grinthandel);Netherlands;;;-;-;;;89.89;-;5.65;1.36;
Lascaux;;9405746;Malta;Combined chemical and oil tanker;10'-20'dwt;2007;Live;Valloeby Shipholding Limited;Malta;;;Valloeby Shipping Limited;Malta;;;Valloeby Lascaux Limited;Malta;;;V. Ships (Germany) GmbH;Germany;;;V. Ships (Germany) GmbH;Germany;;;Hafnia Specialized Pool;Republic of Singapore;;;119.45;9.80;7.71;2.10;
Comus 2;;9405760;Switzerland;chemical tanker;-5'dwt;2007;Live;ChemContrans AG;Switzerland;;;ChemContrans AG;Switzerland;;;ChemContrans AG;Switzerland;;;ChemContrans AG;Switzerland;;;-;-;;;-;-;;;110.00;5.80;4.25;1.55;
Zuga;;9405784;Malta;Combined chemical and oil tanker;5'-10'dwt;2008;Live;Flandra Holding B.V.;Netherlands;;;Flandra Holding B.V.;Netherlands;;;Lake Shipping and Trading Limited;Malta;;;Akar Deniz Tasimaciligi ve Ticaret AS;Turkiye;;;Akar Deniz Tasimaciligi ve Ticaret AS;Turkiye;;;Borealis Denizcilik Anomim Sirketi (BoDen);Turkiye;;;100.12;9.60;6.00;3.60;
Abeille Normandie;;9442421;France;tug/supply;Tug;2010;Live;Boluda Corporacion Maritima SL;Spain;;;Boluda Towage France;France;;;Les Abeilles;France;;;Les Abeilles;France;;;Les Abeilles;France;;;-;-;;;91.00;9.60;7.97;1.63;
Histria Prince;;9436666;Marshall Islands;Combined chemical and oil tanker;20'+ dwt;2008;Live;Histria Shipmanagement S.r.l.;Romania;;;Histria Shipmanagement S.r.l.;Romania;;;Stilan Maritime Incorporated;Marshall Islands;;;Histria Shipmanagement S.r.l.;Romania;;;Histria Shipmanagement S.r.l.;Romania;;;ST Shipping And Transport Incorporated;Switzerland;;;179.91;16.50;11.00;6.00;
Tundra;;9415208;Cyprus;bulk carrier;Handysize, 10'-35'dwt;2009;Live;Canadian Forest Navigation Company Limited;Canada;;;Canfornav Limited;Canada;;;Cavo Greko Shipping Limited;Greece;;;Navarone S.A.;Greece;;;Navarone S.A.;Greece;;;-;-;;;185.01;14.60;10.40;4.20;
Typhoon;;9507582;Netherlands;Liquefied Petroleum Gas Carrier;LPG, -50'cbm;2010;Live;Reederei Jaegers GmbH;Germany;;;Chemgas Shipping B.V.;Netherlands;;;Chemgas Shipping B.V.;Netherlands;;;Chemgas Shipping B.V.;Netherlands;;;Chemgas Shipping B.V.;Netherlands;;;-;-;;;99.95;6.20;3.27;2.93;
Astrea;;9488839;Sweden;product tanker;General Purpose, 10'-25'dwt;2010;Live;Rederi A/B Veritas Tankers;Sweden;;;Rederi A/B Veritas Tankers;Sweden;;;Rederi A/B Veritas Tankers;Sweden;;;Rederi A/B Veritas Tankers;Sweden;;;Rederi A/B Veritas Tankers;Sweden;;;Sirius Rederi AB;Denmark;;;129.50;10.40;8.15;2.25;
Wind Lift I;;9516686;Portugal;support;Offshore;2010;Live;Idinvest Debt II Sarl;Luxembourg;;;ESMI Malta Holding Limited;Malta;;;ESMI SPV 9 Limited;Malta;;;ESMI Malta Holding Limited;Malta;;;-;-;;;-;-;;;87.48;7.40;3.89;3.51;
Lutje Horn;;8862698;Germany;hydrographic research;Other Service;1991;Live;Government of The Federal Republic of Germany;Germany;;;Bundesminister fuer Verkehr-WSV;Germany;;;Bundesminister fuer Verkehr-WSV;Germany;;;Government of The Federal Republic of Germany;Germany;;;-;-;;;-;-;;;21.30;2.71;2.71;0.00;
Havila Phoenix;;9407990;Norway (Int. Register);support;Offshore;2009;Live;Maritime Asset Partners AS;Norway;;;Maritime Asset Partner Limited;Malta;;;CDGN Mar 2 Limited;Malta;;;Havila Shipping ASA;Norway;;;Havila Shipping ASA;Norway;;;Havila Shipping ASA;Norway;;;127.40;10.00;7.92;2.08;
Algosolis;;9409261;Canada;Combined chemical and oil tanker;10'-20'dwt;2009;Live;Algoma Central Corporation;Canada;;;Algoma Central Corporation;Canada;;;Algoma Tankers Limited;Canada;;;Algoma Tankers Limited;Canada;;;Algoma Tankers Limited;Canada;;;-;-;;;144.18;12.39;8.92;3.49;
Union Topaz;;9406427;Cyprus;tug;Tug;2008;Live;Royal Boskalis BV (Koninklijke Boskalis BV);Netherlands;;;Royal Boskalis BV (Koninklijke Boskalis BV);Netherlands;;;BW Marine (Cyprus) Limited;Cyprus;;;Royal Boskalis BV (Koninklijke Boskalis BV);Netherlands;;;-;-;;;URS Belgie N.V.;Belgium;;;33.00;5.60;4.40;1.20;
VB Eagle;;9406441;Belgium;tug;Tug;2010;Live;Boluda Corporacion Maritima SL;Spain;;;Boluda Towage Europe BV;Netherlands;;;URS Belgie N.V.;Belgium;;;Boluda Towage Europe BV;Netherlands;;;-;-;;;-;-;;;29.30;5.60;4.40;1.20;
VB Hawk;;9406439;Belgium;tug;Tug;2010;Live;Boluda Corporacion Maritima SL;Spain;;;Boluda Towage Europe BV;Netherlands;;;URS Belgie N.V.;Belgium;;;Boluda Towage Europe BV;Netherlands;;;-;-;;;-;-;;;33.00;5.60;4.40;1.20;
Edda Frende;;9409730;Norway;supply;Offshore;2009;Live;Johannes Ostensjo Dy AS;Norway;;;WS Holding AS;Norway;;;West Supply III AS;Norway;;;Ostensjo Rederi AS;Norway;;;Ostensjo Rederi AS;Norway;;;-;-;;;85.80;8.01;6.70;1.31;
Filyoz;;9407213;Malta;Combined chemical and oil tanker;5'-10'dwt;2010;Live;Besiktas Group of Companies;Turkiye;;;Besiktas Denizcilik ve Tasimacilik Sanayi ve Ticaret A.S.;Turkiye;;;Filyoz Shipping Limited;Malta;;;Besiktas Likid Tasimacilik Denizcilik Ticaret A.S.;Turkiye;;;Besiktas Likid Tasimacilik Denizcilik Ticaret A.S.;Turkiye;;;-;-;;;105.50;7.40;6.29;1.11;
Apex;;9408035;U.K.;salvage tug;Tug;2008;Live;AP Moller Holding AS;Denmark;;;Svitzer Group A/S;Denmark;;;Svitzer Europe Holding BV;Netherlands;;;Svitzer Marine Limited;United Kingdom;;;Svitzer Marine Limited;United Kingdom;;;-;-;;;37.00;5.53;4.56;0.97;
Phenix;;9408023;U.K.;fire fighting tug;Tug;2007;Live;AP Moller Holding AS;Denmark;;;Svitzer Group A/S;Denmark;;;Svitzer Europe Holding BV;Netherlands;;;Svitzer Marine Limited;United Kingdom;;;Svitzer Marine Limited;United Kingdom;;;-;-;;;37.00;5.53;4.56;0.97;
Sten Frigg;;9407976;Portugal;Combined chemical and oil tanker;10'-20'dwt;2009;Live;Rederiet Stenersen AS;Norway;;;Rederiet Stenersen AS;Norway;;;Stentank AS;Norway;;;Rederiet Stenersen AS;Norway;;;Rederiet Stenersen AS;Norway;;;Stenersen Chartering AS;Norway;;;144.13;12.41;8.90;3.51;
Elar Trader;;9409534;Bahamas;bulk carrier;Handymax, 35'-50'dwt;2010;Live;John J. Rigos Marine Enterprises S.A.;Greece;;;John J. Rigos Marine Enterprises S.A.;Greece;;;Sea Wind Shipping & Trading Company;Marshall Islands;;;John J. Rigos Marine Enterprises S.A.;Greece;;;John J. Rigos Marine Enterprises S.A.;Greece;;;-;-;;;189.94;15.10;10.40;4.70;
Swiss Gloria;;-;Switzerland;passenger (cruise);Unknown size;2005;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;110.00;-;1.50;-;
Unitar;;9505687;Norway (Int. Register);asphalt tanker;1'+ dwt;2009;Live;Ulabrand Marine AS;Norway;;;Ulabrand Marine AS;Norway;;;Rederiaktieselskabet Nyborg;Denmark;;;Ulabrand Marine AS;Norway;;;Ulabrand Marine AS;Norway;;;-;-;;;89.92;7.15;5.81;1.34;
Sea1 Ruby;;9413444;Norway;anchor handling tug/supply;Offshore;2010;Live;Sea1 Offshore Incorporated;Cayman Islands;;;Sea1 Offshore Incorporated;Cayman Islands;;;Sea1 AHTS Pool AS;Norway;;;Sea1 Offshore AS;Norway;;;Sea1 Offshore AS;Norway;;;-;-;;;91.00;9.60;7.97;1.63;
Antarktika;Sanctioned vessel;9413559;Russia;crude oil tanker;Aframax (LR 2), 80'-120'dwt;2009;Live;PAO Sovcomflot  (PJSC 'Modern Commercial Fleet');Russian Federation;Sanctioned Company;;Joint Stock Company Novorossiysk Shipping Company (SCF Novoship);Russian Federation;Sanctioned Company;This company is owned ≥50% by entities sanctioned or possibly sanctioned by Australia, Canada, EU, HM Treasury, OFAC, Switzerland;NS Antarctic Shipping Incorporated;Liberia;Company linked to sanctioned companies and fleet includes sanctioned vessels;;Stream Ship Management FZCO;United Arab Emirates;Sanctioned Company;;Stream Ship Management FZCO;United Arab Emirates;Sanctioned Company;;-;-;;;250.00;21.00;14.72;6.16;
Maran Atlas;;9414022;Greece;crude oil tanker;Aframax (LR 2), 80'-120'dwt;2009;Live;Angelicoussis Shipping Group Limited;Greece;;;Maran Tankers Management Incorporated;-;;;Eason Shiptrade Company;Marshall Islands;;;Maran Tankers Management Incorporated;-;;;Maran Tankers Management Incorporated;-;;;Nearchos Maritime Company;Greece;;;244.00;21.00;13.60;7.40;
Corrib Fisher;;9413585;U.K.;Combined chemical and oil tanker;5'-10'dwt;2008;Live;James Fisher and Sons Public Limited Company;United Kingdom;;;James Fisher (Shipping Services) Limited;United Kingdom;;;James Fisher (Shipping Services) Limited;United Kingdom;;;James Fisher (Shipping Services) Limited;United Kingdom;;;James Fisher (Shipping Services) Limited;United Kingdom;;;James Fisher Everard Limited;United Kingdom;;;109.10;7.25;5.98;1.27;
Kopala;;9414694;U.K.;fishing (general);Fishing;2007;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;19.95;5.55;4.60;0.95;
Idunn;;9415064;Netherlands;general cargo with container capacity;5'-10'dwt;2012;Live;Cargow BV;Netherlands;;;Cargow BV;Netherlands;;;LCT Shipping BV;Netherlands;;;Longship Management BV;Netherlands;;;Longship Management BV;Netherlands;;;-;-;;;129.40;10.00;7.10;2.90;
Hammarland;;9415052;Antigua & Barbuda;general cargo with container capacity;5'-10'dwt;2011;Live;Unknown Owners;-;;;Unknown Owners;-;;;Hammarland Shipping Company Limited;Antigua & Barbuda;;;Schiffahrtskontor Tom Worden GmbH & Company KG;Germany;;;Schiffahrtskontor Tom Worden GmbH & Company KG;Germany;;;Ocean7 Projects Hamburg GmbH;Germany;;;129.40;10.00;7.35;2.36;
Hitra;;9413652;Malta;Combined chemical and oil tanker;5'-10'dwt;2009;Live;Ares Gemi Isletmeciligi A.S. (Ares Ship Management);Turkiye;;;Ares Gemi Isletmeciligi A.S. (Ares Ship Management);Turkiye;;;Talos Shipping Limited;Turkiye;;;Ares Gemi Isletmeciligi A.S. (Ares Ship Management);Turkiye;;;Ares Gemi Isletmeciligi A.S. (Ares Ship Management);Turkiye;;;-;-;;;109.10;7.25;6.00;1.25;
Expert;;9412529;Netherlands;fully cellular containership;Small Feeder,  -1'TEU;2010;Live;JR Shipping Group;Netherlands;;;JR Ship Management B.V.;Netherlands;;;Expert Shipping BV;Netherlands;;;JR Ship Management B.V.;Netherlands;;;JR Ship Management B.V.;Netherlands;;;-;-;;;157.65;11.50;8.60;2.90;
Noordzeereus V;;9417139;Netherlands;crane barge;Miscellaneous;2008;Live;Ovet B.V.;Netherlands;;;Ovet B.V.;Netherlands;;;Ovet B.V.;Netherlands;;;Ovet B.V.;Netherlands;;;-;-;;;-;-;;;52.00;3.40;3.40;0.00;
Deep Arctic;;9413822;Bahamas;diving support;Offshore;2009;Live;TechnipFMC plc;United Kingdom;;;Technip UK Limited;United Kingdom;;;Technip Chartering Norge AS;Norway;;;Technip UK Limited;United Kingdom;;;Technip UK Limited;United Kingdom;;;-;-;;;156.90;12.00;8.50;3.50;
Michaelangelo;;9416173;Netherlands;chemical tanker;-5'dwt;2008;Live;Vof Eleveld & Bosman;Netherlands;;;Vof Eleveld & Bosman;Netherlands;;;Vof Eleveld & Bosman;Netherlands;;;Vof Eleveld & Bosman;Netherlands;;;-;-;;;-;-;;;135.00;4.25;3.60;0.65;
Beukborg;;9411745;Netherlands;general cargo with container capacity;-5'dwt;2009;Live;Wagenborg Shipping B.V.;Netherlands;;;Wagenborg Shipping B.V.;Netherlands;;;Wagenborg Shipowners 2 BV;Netherlands;;;Concurrent Shipmanagement BV;Netherlands;;;Concurrent Shipmanagement BV;Netherlands;;;-;-;;;88.97;6.70;5.40;1.30;
Med Adriatic;;9410662;Malta;Combined chemical and oil tanker;5'-10'dwt;2013;Live;Med Marine Kilavuzluk ve Romorkor Hizmetleri Insaat Sanayi ve Ticaret AS;Turkiye;;;YMN Tanker Deniz Isletmeciligi Anonim Sirketi;Turkiye;;;Sea Tankers 6 Limited;Malta;;;YMN Tanker Deniz Isletmeciligi Anonim Sirketi;Turkiye;;;YMN Tanker Deniz Isletmeciligi Anonim Sirketi;Turkiye;;;-;-;;;123.90;9.20;7.20;2.00;
Hestia;;9411783;Netherlands;general cargo;-5'dwt;2011;Live;Wagenborg Shipping B.V.;Netherlands;;;Wagenborg Shipping B.V.;Netherlands;;;Wagenborg Shipowners 2 BV;Netherlands;;;TAP Vogelij and MJ Langevoort;Netherlands;;;TAP Vogelij and MJ Langevoort;Netherlands;;;-;-;;;88.97;6.70;5.40;1.30;
VB Shark;;9410715;Belgium;tug;Tug;2008;Live;Boluda Corporacion Maritima SL;Spain;;;Kotug International B.V.;Netherlands;;;SD Shark BV;Malta;;;URS Belgie N.V.;Belgium;;;URS Belgie N.V.;Belgium;;;-;-;;;32.00;5.36;5.36;0.00;
CMA CGM Aquila;;9410741;Malta;fully cellular containership;Neo-Panamax, 8'-12'TEU;2009;Live;CMA CGM SA (The French Line);France;;;CMA CGM SA (The French Line);France;;;Alize 1993 SNC;France;;;CMA Ships SAS;France;;;CMA Ships SAS;France;;;-;-;;;363.00;29.74;15.50;14.24;
Normand Subsea;;9411551;Norway (Int. Register);support;Offshore;2009;Live;Solstad Offshore ASA;Norway;;;Solstad Shipholding AS;Norway;;;Solstad Rederi AS;Norway;;;Solstad Shipping AS;Norway;;;Solstad Shipping AS;Norway;;;-;-;;;113.05;11.00;8.03;3.00;
CE-Hamilton;;9411238;Marshall Islands;crude oil tanker;Suezmax, 120'-200'dwt;2009;Live;Dimitris Prokopiou & family;Greece;;;Centrofin Management Incorporation;Greece;;;Bellavista Investments Corporation;Marshall Islands;;;Marine Trust Limited;Greece;;;Marine Trust Limited;Greece;;;-;-;;;274.00;23.10;17.15;5.95;
VOS Seeker;;9411264;U.K.;standby safety vessel;Offshore;2009;Live;Vroon Group B.V.;Netherlands;;;Vroon Offshore Services B.V.;Netherlands;;;Offshore Support Vessels V Limited;United Kingdom;;;Vroon Offshore Services B.V.;Netherlands;;;Vroon Offshore Services B.V.;Netherlands;;;-;-;;;60.00;6.25;4.65;1.60;
VOS Voyager;;9411276;U.K.;supply;Offshore;2009;Live;Vroon Group B.V.;Netherlands;;;Vroon Offshore Services B.V.;Netherlands;;;Offshore Support Vessels V Limited;United Kingdom;;;Vroon Offshore Services Limited;United Kingdom;;;Vroon Offshore Services Limited;United Kingdom;;;-;-;;;60.00;6.25;4.65;1.60;
Nimbus;;9410507;Sweden;Combined chemical and oil tanker;5'-10'dwt;2008;Live;Sirius Rederi AB;Denmark;;;Sirius Shipping AB;Sweden;;;Sirius Shipping AB;Sweden;;;Sirius Shipping AB;Sweden;;;Sirius Shipping AB;Sweden;;;Sirius Chartering AB;Sweden;;;119.10;8.40;6.76;1.66;
Gotland;;9411824;Germany;general cargo;-5'dwt;2012;Live;Karl Meyer Reederei GmbH & Company KG;Germany;;;Karl Meyer Reederei GmbH & Company KG;Germany;;;Karl Meyer Shipping International GmbH & Company KG;Germany;;;Karl Meyer Shipping International GmbH & Company KG;Germany;;;Karl Meyer Shipping International GmbH & Company KG;Germany;;;-;-;;;88.97;6.70;5.40;1.30;
Ceti;;9427988;Malta;Combined chemical and oil tanker;10'-20'dwt;2009;Live;State Oil Company of the Azerbaijan Republic (SOCAR);Republic of Azerbaijan;;;SOCAR Logistics DMCC;United Arab Emirates;;;Lycia Shipping Limited;Malta;;;Fleet Management Limited;Hong Kong, S.A.R., China;;;Fleet Management Limited;Hong Kong, S.A.R., China;;;United Maritime Logistics (Switzerland) SA;Switzerland;;;142.98;11.10;8.69;2.41;
Cygni;;9427990;Malta;product tanker;General Purpose, 10'-25'dwt;2010;Live;State Oil Company of the Azerbaijan Republic (SOCAR);Republic of Azerbaijan;;;SOCAR Logistics DMCC;United Arab Emirates;;;Thrace Shipping Limited;Malta;;;CSM Denizcilik Limited Sirketi (Chemfleet);Turkiye;;;CSM Denizcilik Limited Sirketi (Chemfleet);Turkiye;;;-;-;;;142.98;11.10;8.69;2.41;
